timestamp,subgroup_id,n,mean,S2,state_label,event_flag,machine
2026-01-09T15:51:39.755951,sg00000,5,-0.016859898074877578,0.6932448274147994,in-control,0,M1
2026-01-09T15:51:40.755951,sg00001,5,-0.31600676123181753,0.06415819962132091,in-control,0,M4
2026-01-09T15:51:41.755951,sg00002,5,-0.13234604752313944,1.1105859683840094,in-control,0,M3
2026-01-09T15:51:42.755951,sg00003,5,0.10949300021168881,0.12253698622869372,in-control,0,M2
2026-01-09T15:51:43.755951,sg00004,5,-0.41229642478561257,0.24830250030282763,in-control,0,M2
2026-01-09T15:51:44.755951,sg00005,5,-0.3749848883490453,0.5342771790370184,in-control,0,M4
2026-01-09T15:51:45.755951,sg00006,5,-0.19708782143191517,0.6676367918752917,in-control,0,M1
2026-01-09T15:51:46.755951,sg00007,5,-0.44104480311302463,0.43420264292835226,in-control,0,M1
2026-01-09T15:51:47.755951,sg00008,5,0.5824070983110639,0.21093595784108055,in-control,0,M1
2026-01-09T15:51:48.755951,sg00009,5,-0.36943944483504787,1.1529481604277798,out-of-control,1,M4
2026-01-09T15:51:49.755951,sg00010,5,-0.5689814640508398,1.8654042985430044,in-control,0,M2
2026-01-09T15:51:50.755951,sg00011,5,-0.2451189388576557,1.9875341838679719,in-control,0,M4
2026-01-09T15:51:51.755951,sg00012,5,0.8849493647560556,1.3756343676223441,in-control,0,M4
2026-01-09T15:51:52.755951,sg00013,5,-0.4136617100230547,0.8914114148311966,out-of-control,1,M4
2026-01-09T15:51:53.755951,sg00014,5,0.052161497385538345,1.0169294378592229,out-of-control,1,M1
2026-01-09T15:51:54.755951,sg00015,5,-0.24047660416083155,4.190028434679688,out-of-control,1,M1
2026-01-09T15:51:55.755951,sg00016,5,-0.49271149867715963,1.0110542425595046,in-control,0,M1
2026-01-09T15:51:56.755951,sg00017,5,0.1732632619219843,1.096599029152524,in-control,0,M4
2026-01-09T15:51:57.755951,sg00018,5,0.5195893860547118,1.212615544950753,in-control,0,M4
2026-01-09T15:51:58.755951,sg00019,5,-0.750553852881448,0.33827778104801703,in-control,0,M2
2026-01-09T15:51:59.755951,sg00020,5,0.3000705414443132,1.1219695012908832,in-control,0,M2
2026-01-09T15:52:00.755951,sg00021,5,0.22617320511107222,0.7315530139203765,in-control,0,M3
2026-01-09T15:52:01.755951,sg00022,5,-0.1482908809286848,1.2759878365068078,in-control,0,M3
2026-01-09T15:52:02.755951,sg00023,5,-0.4400165663755985,0.9203363366366127,in-control,0,M1
2026-01-09T15:52:03.755951,sg00024,5,0.16011546243118427,1.546305178466836,in-control,0,M3
2026-01-09T15:52:04.755951,sg00025,5,0.20895393716910124,0.6037481935253423,out-of-control,1,M2
2026-01-09T15:52:05.755951,sg00026,5,-0.21919499329433786,0.5275991463261224,in-control,0,M4
2026-01-09T15:52:06.755951,sg00027,5,-0.34920703174760465,0.5984863002096042,in-control,0,M2
2026-01-09T15:52:07.755951,sg00028,5,0.6521654849057406,0.9402319893466746,out-of-control,1,M1
2026-01-09T15:52:08.755951,sg00029,5,1.130387160049028,2.1995475849020947,in-control,0,M2
2026-01-09T15:52:09.755951,sg00030,5,-0.33050980812043473,2.0186723638487907,out-of-control,1,M4
2026-01-09T15:52:10.755951,sg00031,5,-0.384934758923149,1.0372586254472933,out-of-control,1,M3
2026-01-09T15:52:11.755951,sg00032,5,0.28064967151144726,0.548960945922053,in-control,0,M3
2026-01-09T15:52:12.755951,sg00033,5,-0.4659799022157906,1.5460507791590727,in-control,0,M4
2026-01-09T15:52:13.755951,sg00034,5,-0.35371132740301153,2.919524605181988,out-of-control,1,M2
2026-01-09T15:52:14.755951,sg00035,5,0.17838869891609704,1.4411352377266864,in-control,0,M4
2026-01-09T15:52:15.755951,sg00036,5,0.06303729945290788,0.32527116152637914,in-control,0,M2
2026-01-09T15:52:16.755951,sg00037,5,0.61748827222097,0.25671827577176476,in-control,0,M2
2026-01-09T15:52:17.755951,sg00038,5,-0.3069532562518088,2.4540054748965576,in-control,0,M1
2026-01-09T15:52:18.755951,sg00039,5,0.07294914795852556,1.091383772848639,in-control,0,M4
2026-01-09T15:52:19.755951,sg00040,5,0.5513725465598192,2.778193378201358,out-of-control,1,M1
2026-01-09T15:52:20.755951,sg00041,5,-0.39674451758127094,1.2944860596423626,in-control,0,M1
2026-01-09T15:52:21.755951,sg00042,5,0.46615268870458193,0.8205874714533433,in-control,0,M1
2026-01-09T15:52:22.755951,sg00043,5,1.2270810616687924,0.5730391850500183,in-control,0,M4
2026-01-09T15:52:23.755951,sg00044,5,0.07547235948333689,3.100668258629739,in-control,0,M1
2026-01-09T15:52:24.755951,sg00045,5,-0.5522323526192044,0.48143393033963844,in-control,0,M1
2026-01-09T15:52:25.755951,sg00046,5,-0.09612219022624444,0.4049229001216966,in-control,0,M1
2026-01-09T15:52:26.755951,sg00047,5,-0.16255327328002137,1.7616657083440206,in-control,0,M4
2026-01-09T15:52:27.755951,sg00048,5,-0.24793452909214894,0.9413706280158357,out-of-control,1,M4
